"Program","Year","Period","Geo.Level","State","State.ANSI","Commodity","Type","Operation_Measure","Domain","Category_Type","Details","Value","CV...."
"CENSUS",2022,"YEAR","STATE","NEW MEXICO",35,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",32,"32.9"
"CENSUS",2022,"YEAR","STATE","NEW MEXICO",35,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",14,"40.1"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",267,"8.0"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",140,"59.5"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",263,"10.7"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","ACRES BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",751,"14.3"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",306,"8.6"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",182,"50.2"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",328,"11.1"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","ACRES GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",913,"14.4"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",15,"14.4"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",40,"16.3"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",42,"31.2"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",66,"22.7"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","ACRES NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",162,"16.9"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",241,"6.0"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",146,"7.1"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",10,"51.1"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",1,"(L)"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",41,"14.1"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",439,"6.4"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",277,"7.2"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",146,"7.1"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",10,"51.1"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",1,"(L)"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",41,"14.1"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",475,"5.8"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",74,"11.7"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",54,"11.0"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",6,"27.4"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",27,"18.9"
"CENSUS",2022,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",161,"6.1"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",39,"56.5"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",221,"26.7"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",161,"32.2"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",234,"25.1"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(100 OR MORE ACRES)",385,"(L)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",118,"(H)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",174,"34.4"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",13,"36.6"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",13,"94.7"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","ACRES NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",61,"18.6"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",165,"51.5"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",116,"28.0"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(100 OR MORE ACRES)",3,"(L)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",6,"(H)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",1,"(L)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",30,"33.9"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(50.0 TO 99.9 ACRES)",1,"(L)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",322,"31.4"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",180,"52.5"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",119,"26.9"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(100 OR MORE ACRES)",3,"(L)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",6,"(H)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",1,"(L)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",30,"33.9"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(50.0 TO 99.9 ACRES)",1,"(L)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",340,"32.7"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",41,"54.3"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",11,"60.4"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(100 OR MORE ACRES)",1,"(L)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",1,"(L)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",1,"(L)"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",5,"78.2"
"CENSUS",2022,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",60,"49.2"
"CENSUS",2022,"YEAR","STATE","NORTH DAKOTA",38,"STRAWBERRIES","OTHER","ACRES GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",1,"11.2"
"CENSUS",2022,"YEAR","STATE","NORTH DAKOTA",38,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",8,"16.8"
"CENSUS",2022,"YEAR","STATE","NORTH DAKOTA",38,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",9,"14.9"
"CENSUS",2022,"YEAR","STATE","NORTH DAKOTA",38,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",2,"(L)"
"CENSUS",2022,"YEAR","STATE","OHIO",39,"STRAWBERRIES","OTHER","ACRES BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",445,"16.6"
"CENSUS",2022,"YEAR","STATE","OHIO",39,"STRAWBERRIES","OTHER","ACRES GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",511,"14.0"
"CENSUS",2022,"YEAR","STATE","OHIO",39,"STRAWBERRIES","OTHER","ACRES NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",66,"13.9"
"CENSUS",2022,"YEAR","STATE","OHIO",39,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",361,"5.4"
"CENSUS",2022,"YEAR","STATE","OHIO",39,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",393,"6.2"
"CENSUS",2022,"YEAR","STATE","OHIO",39,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",87,"10.5"
"CENSUS",2022,"YEAR","STATE","OKLAHOMA",40,"STRAWBERRIES","OTHER","ACRES BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",15,"52.1"
"CENSUS",2022,"YEAR","STATE","OKLAHOMA",40,"STRAWBERRIES","OTHER","ACRES GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",21,"36.2"
"CENSUS",2022,"YEAR","STATE","OKLAHOMA",40,"STRAWBERRIES","OTHER","ACRES NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",6,"33.4"
"CENSUS",2022,"YEAR","STATE","OKLAHOMA",40,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",51,"15.2"
"CENSUS",2022,"YEAR","STATE","OKLAHOMA",40,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",66,"18.1"
"CENSUS",2022,"YEAR","STATE","OKLAHOMA",40,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",19,"64.1"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",106,"23.0"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",115,"39.2"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",468,"26.4"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",145,"13.9"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",36,"23.0"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",122,"21.1"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(100 OR MORE ACRES)",681,"60.7"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",154,"40.5"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",494,"27.9"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",154,"14.3"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(50.0 TO 99.9 ACRES)",212,"(L)"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",16,"26.9"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",39,"44.7"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",26,"58.4"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",9,"40.0"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","ACRES NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",188,"15.2"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",189,"7.3"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",55,"24.3"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(100 OR MORE ACRES)",3,"77.5"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",9,"39.4"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",16,"31.4"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",19,"16.6"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(50.0 TO 99.9 ACRES)",3,"(L)"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",294,"6.7"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",206,"12.9"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",57,"23.2"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(100 OR MORE ACRES)",3,"77.5"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",9,"39.4"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",16,"31.4"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",19,"16.6"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(50.0 TO 99.9 ACRES)",3,"(L)"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",313,"7.3"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",21,"84.2"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",14,"33.9"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(100 OR MORE ACRES)",1,"(L)"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",7,"50.7"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",4,"75.0"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",6,"22.4"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(50.0 TO 99.9 ACRES)",1,"(L)"
"CENSUS",2022,"YEAR","STATE","OREGON",41,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",54,"30.7"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",112,"16.4"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",293,"14.5"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",115,"38.9"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",144,"35.2"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","ACRES BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",663,"10.7"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",128,"14.2"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",329,"13.6"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",135,"34.7"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",163,"35.2"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","ACRES GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",756,"10.2"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",16,"17.8"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",37,"24.9"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",20,"17.1"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",20,"39.1"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","ACRES NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",92,"8.8"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",411,"10.1"
