"Program","Year","Period","Geo.Level","State","State.ANSI","Commodity","Market_Type","Measure_Operation","Unit_of_Measure","Domain","Chemical_Use","Chemical_Name","Chemical_Code","Value","CV...."
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(SPINETORAM",NA,0.068,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(SPINOSAD",NA,0.093,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(SPIROMESIFEN",NA,0.243,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(SULFOXAFLOR",NA,0.069,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(THIAMETHOXAM",NA,0.062,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","OTHER","(CHLOROPICRIN",NA,244.066,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","OTHER","(DICHLOROPROPENE",NA,83.557,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","OTHER","(FLUTRIAFOL",NA,0.112,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","OTHER","(IRON PHOSPHATE",NA,0.161,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","OTHER","(METAM-POTASSIUM",NA,214.011,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","OTHER","(METAM-SODIUM",NA,228.063,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","OTHER","(REYNOUTRIA SACHALINE",NA,0.191,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FERTILIZER","FERTILIZER","(NITROGEN)",NA,6,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FERTILIZER","FERTILIZER","(PHOSPHATE)",NA,8,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FERTILIZER","FERTILIZER","(POTASH)",NA,5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FERTILIZER","FERTILIZER","(SULFUR)",NA,2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(AZOXYSTROBIN",NA,0.447,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(BLAD",NA,0.54,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(BORAX DECAHYDRATE",NA,0.051,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(BOSCALID",NA,0.508,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(CAPTAN",NA,10.456,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(CYFLUFENAMID",NA,0.034,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(CYPRODINIL",NA,0.765,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(DIFENOCONAZOLE",NA,0.25,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(FENHEXAMID",NA,1.163,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(FLUDIOXONIL",NA,0.51,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(FLUOPYRAM",NA,0.224,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(FLUXAPYROXAD",NA,0.361,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(FOSETYL-AL",NA,18.136,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(MEFENOXAM",NA,1.215,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(MYCLOBUTANIL",NA,0.281,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(PENTHIOPYRAD",NA,0.625,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(POLYOXIN D ZINC SALT",NA,0.149,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(POTASSIUM BICARBON.",NA,2.908,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(PROPICONAZOLE",NA,0.174,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(PYRACLOSTROBIN",NA,0.317,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(PYRIMETHANIL",NA,0.883,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(QUINOLINE",NA,0.264,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(SULFUR",NA,26.646,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(TETRACONAZOLE",NA,0.058,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(THIOPHANATE-METHYL",NA,1.041,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(THIRAM",NA,5.064,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(TRIFLOXYSTROBIN",NA,0.235,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(TRIFLUMIZOLE",NA,0.55,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","HERBICIDE","(CARFENTRAZONE-ETHYL",NA,0.074,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","HERBICIDE","(FLUMIOXAZIN",NA,0.217,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","HERBICIDE","(OXYFLUORFEN",NA,0.428,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","HERBICIDE","(PENDIMETHALIN",NA,1.84,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(ABAMECTIN",NA,0.04,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(ACEQUINOCYL",NA,0.47,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(ACETAMIPRID",NA,0.182,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(AZADIRACHTIN",NA,0.091,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(BIFENAZATE",NA,0.978,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(BIFENTHRIN",NA,0.346,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(CHLORANTRANILIPROLE",NA,0.119,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(CYANTRANILIPROLE",NA,0.222,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(CYFLUMETOFEN",NA,0.299,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(ETOXAZOLE",NA,0.581,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(FENPROPATHRIN",NA,0.531,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(FENPYROXIMATE",NA,0.128,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(FLONICAMID",NA,0.161,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(FLUPYRADIFURONE",NA,0.399,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(HEXYTHIAZOX",NA,0.269,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(IMIDACLOPRID",NA,0.793,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(MALATHION",NA,5.571,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(METHOXYFENOZIDE",NA,0.245,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(NALED",NA,1.665,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(NEEM OIL",NA,0.334,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(NEEM OIL, CLAR. HYD.",NA,7.924,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(NOVALURON",NA,0.192,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(PIPERONYL BUTOXIDE",NA,0.884,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(PYRETHRINS",NA,0.074,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(PYRIPROXYFEN",NA,0.074,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(SPINETORAM",NA,0.108,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(SPINOSAD",NA,0.113,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(SPIROMESIFEN",NA,0.307,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(SULFOXAFLOR",NA,0.137,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","INSECTICIDE","(THIAMETHOXAM",NA,0.164,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","(CHLOROPICRIN",NA,345.893,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","(DICHLOROPROPENE",NA,125.71,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","(FLUTRIAFOL",NA,0.188,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","(IRON PHOSPHATE",NA,0.235,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","(METAM-POTASSIUM",NA,244.72,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","(METAM-SODIUM",NA,303.425,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","OTHER","(REYNOUTRIA SACHALINE",NA,0.231,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER","(NITROGEN)",NA,58,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER","(PHOSPHATE)",NA,86,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER","(POTASH)",NA,75,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FERTILIZER","FERTILIZER","(SULFUR)",NA,16,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(AZOXYSTROBIN",NA,2.2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(BACILLUS AMYLOLIQUEFACIENS STRAIN D747",NA,1.2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(BACILLUS SUBTILIS",NA,1.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(BLAD",NA,1.1,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(BORAX DECAHYDRATE",NA,2.3,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(BOSCALID",NA,1.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(BT SUBSP KURSTAKI EVB-113-19",NA,2.6,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(CAPTAN",NA,6,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(CYFLUFENAMID",NA,1.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(CYPRODINIL",NA,2.4,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(DIFENOCONAZOLE",NA,2.2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(FENHEXAMID",NA,1.9,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(FLUDIOXONIL",NA,2.4,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(FLUOPYRAM",NA,2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(FLUXAPYROXAD",NA,2.2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(FOSETYL-AL",NA,4.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(MEFENOXAM",NA,2.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(MYCLOBUTANIL",NA,2.6,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(PENTHIOPYRAD",NA,2.1,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(POLYOXIN D ZINC SALT",NA,2.1,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(POTASSIUM BICARBON.",NA,1.2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(PROPICONAZOLE",NA,1.6,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(PYRACLOSTROBIN",NA,1.9,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(PYRIMETHANIL",NA,1.7,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(QUINOLINE",NA,2.7,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(SULFUR",NA,7.3,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(TETRACONAZOLE",NA,1.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(THIOPHANATE-METHYL",NA,1.6,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(THIRAM",NA,2.3,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"STRAWBERRIES","BEARING","APPLICATIONS","NUMBER, AVG","CHEMICAL, FUNGICIDE","FUNGICIDE","(TRIFLOXYSTROBIN",NA,2.1,""
